Fold,Availability_Mask,Condition,Available_Modalities,Missing_Modalities,Missing_Count,Case,Dice,IoU,HD95_mm,ASSD_mm,TP,FP,FN,N_Pred,N_Ref,Pred_Empty,Ref_Empty,Spacing_ZYX
all,10,flair_only,FLAIR,T1,1,WMH2017_Utrecht_045,0.775644541963796,0.6335125448028673,7.602838785314196,1.3938554145544937,707,30,379,737,1086,false,false,"(2.9999964237213135, 0.9583333730697632, 0.9583332538604736)"
all,10,flair_only,FLAIR,T1,1,WMH2017_Utrecht_046,0.8990654205607477,0.8166383701188455,1.3552880113231662,0.40379609553002427,13949,2039,1093,15988,15042,false,false,"(2.9999959468841553, 0.9583333730697632, 0.9583333134651184)"
all,10,flair_only,FLAIR,T1,1,WMH2017_Utrecht_047,0.7555048488305761,0.607077374404107,4.575940491217682,1.0491830355770522,6622,2965,1321,9587,7943,false,false,"(2.9999990463256836, 0.9583333730697632, 0.9583333730697632)"
all,10,flair_only,FLAIR,T1,1,WMH2017_Utrecht_048,0.558382257012394,0.38733031674208146,18.02547598624098,3.1550698264057258,428,480,197,908,625,false,false,"(2.999997138977051, 0.9583331942558289, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE1T5_150,0.5803108808290155,0.40875912408759124,14.926125676751449,2.167565429427361,504,211,518,715,1022,false,false,"(3.0, 1.2108999490737915, 1.3000465631484985)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE1T5_151,0.8143452139618886,0.6868316339219099,3.266091568489929,0.8642083713465795,11047,1377,3660,12424,14707,false,false,"(3.0, 1.210900068283081, 1.2999284267425537)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE1T5_152,0.7132352941176471,0.5542857142857143,8.137630873846732,1.487267633155094,1261,482,532,1743,1793,false,false,"(3.0, 1.2108999490737915, 1.3000555038452148)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE1T5_153,0.19488817891373802,0.1079646017699115,29.43571045536546,12.995182109074067,61,193,311,254,372,false,false,"(3.0, 1.2108999490737915, 1.2999553680419922)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE1T5_154,0.7988544474393531,0.6650771388499299,3.2695827086658356,0.8252438323277738,2371,797,397,3168,2768,false,false,"(2.999999761581421, 1.2108999490737915, 1.300066351890564)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE1T5_155,0.6457617728531856,0.4768450335460645,4.887414290080097,1.2804409798100298,2914,1930,1267,4844,4181,false,false,"(3.0, 1.210900068283081, 1.300118327140808)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE1T5_156,0.5753968253968254,0.403899721448468,14.263826333424742,3.2212172603577893,290,222,206,512,496,false,false,"(3.0, 1.2108999490737915, 1.3000555038452148)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE1T5_157,0.5032679738562091,0.33624454148471616,13.483727636428132,2.799526062671974,77,38,114,115,191,false,false,"(3.0, 1.210900068283081, 1.3000556230545044)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE1T5_158,0.49038838760298153,0.32484407484407485,12.518649849876878,2.7908325701384826,625,118,1181,743,1806,false,false,"(3.0, 1.210900068283081, 1.2999554872512817)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE1T5_159,0.7332629674306393,0.5788596595643376,3.855530560308384,0.8930957150120437,4863,1692,1846,6555,6709,false,false,"(3.0, 1.210900068283081, 1.2999554872512817)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_111,0.6424870466321243,0.4732824427480916,12.927039574235286,1.9348055033498783,5270,1419,4446,6689,9716,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_117,0.7816626526036043,0.6415814587593729,4.6861499154389294,1.050872986135304,9412,951,4307,10363,13719,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_118,0.43228699551569505,0.2757437070938215,21.223063538852447,4.050588440891755,241,187,446,428,687,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_119,0.875937898164315,0.7792611251049538,2.929799795150757,0.5457761766471415,9281,741,1888,10022,11169,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_120,0.6053946053946054,0.4340974212034384,10.200000089757584,1.7253803601128088,909,303,882,1212,1791,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_121,0.7569107053107723,0.6088948787061995,4.831534673106372,1.226023494189788,2259,962,489,3221,2748,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_122,0.6817761332099908,0.5171929824561403,3.5798030262177782,0.8711022003444223,737,464,224,1201,961,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_123,0.3076923076923077,0.18181818181818182,18.825354650748586,5.312425853954246,126,138,429,264,555,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_124,0.5491594498217015,0.3785112359550562,8.019155140582395,1.7112003817471013,539,486,399,1025,938,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_125,0.41646489104116224,0.26299694189602446,16.576369759491435,4.094267108218179,86,94,147,180,233,false,false,"(3.0, 0.976599931716919, 1.2000178098678589)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_127,0.6594134342478714,0.4918842625264644,3.3754625669781038,0.9594961916931827,697,435,285,1132,982,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_128,0.8193732910079518,0.6940155468001278,3.1660269983223985,0.8238466613102959,13035,3039,2708,16074,15743,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_129,0.7596307692307692,0.6124230998213931,3,0.7334221530462945,6172,1596,2310,7768,8482,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_130,0.5073891625615764,0.33993399339933994,9.25194668418726,1.970326742360785,515,606,394,1121,909,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_131,0.6328938237335184,0.46294416243654823,6.398179903531819,1.145997953624458,912,511,547,1423,1459,false,false,"(3.0, 0.976599931716919, 1.1999001502990723)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_133,0.6858943286476006,0.5219476208041313,3.5798030262177782,0.8523659469847698,1415,881,415,2296,1830,false,false,"(3.0, 0.976599931716919, 1.1999001502990723)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_134,0.7034482758620689,0.5425531914893617,4.6861499154389294,0.964876314887903,3366,1723,1115,5089,4481,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_135,0.7957357700361698,0.6607650964274423,3,0.724780083713169,10450,1188,4177,11638,14627,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_136,0.4943181818181818,0.3283018867924528,20.487408125017353,3.572306121379563,174,209,147,383,321,false,false,"(3.0, 0.976599931716919, 1.199997901916504)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_138,0.479285134037368,0.31517094017094016,8.875450734238784,1.8996949928547158,295,401,240,696,535,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_139,0.46565656565656566,0.3034891375905201,7.8397940804527515,1.9377777384871984,461,582,476,1043,937,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_140,0.7742340532395781,0.6316328621184184,3,0.6918729460118529,3083,1091,707,4174,3790,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_141,0.29750479846449135,0.17474633596392333,18.339774043466655,4.640874588383117,155,330,402,485,557,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_142,0.8146412884333821,0.6872529644268774,2.4000000953674316,0.7034583883039415,6955,2578,587,9533,7542,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_143,0.8018057375855541,0.66917841516772,3.1549560102526772,0.7028408262247647,2753,1005,356,3758,3109,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_145,0.6931677018633541,0.5304182509505704,5.526638025928032,1.2611214318638388,2232,926,1050,3158,3282,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_146,0.623646408839779,0.4531149646756583,6.778919551643352,1.3929017313738117,1411,979,724,2390,2135,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_147,0.5865992414664981,0.4150268336314848,7.891892394823227,1.6476506651566702,1160,645,990,1805,2150,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_148,0.7985657574593418,0.6646770411426135,2.929799795150757,0.5545333444450706,3118,1053,520,4171,3638,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_GE3T_149,0.6135477582846004,0.442530755711775,9,1.606744732246511,1259,1135,451,2394,1710,false,false,"(3.0, 0.976599931716919, 1.2000000476837158)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_Philips_VU_PETMR_01_160,0.8169498740643514,0.6905454436414885,3.0518186816439408,0.8392466966331475,23029,5065,5255,28094,28284,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_Philips_VU_PETMR_01_161,0.6996879251020245,0.5380923076923076,5.134306750956829,0.9895182830532503,4372,1412,2341,5784,6713,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_Philips_VU_PETMR_01_162,0.402088772845953,0.25163398692810457,13.807143341077383,3.4929210886371305,924,160,2588,1084,3512,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_Philips_VU_PETMR_01_163,0.17829457364341086,0.09787234042553192,46.235928385523515,15.114681139020393,69,52,584,121,653,false,false,"(3.0, 1.0416667461395264, 0.5600060820579529)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_Philips_VU_PETMR_01_164,0.6141287284144427,0.4431354780244676,6.15997314453125,1.4132681965577636,978,270,959,1248,1937,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_Philips_VU_PETMR_01_165,0.15658362989323843,0.08494208494208494,31.67213916361427,12.47043021254364,198,50,2083,248,2281,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_Philips_VU_PETMR_01_166,0.7445124145376034,0.5930065921467469,8.91904488807673,1.7173446222351216,4138,1271,1569,5409,5707,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_Philips_VU_PETMR_01_167,0.4481178396072013,0.2887576460662308,42.408784484273085,5.979127251645417,2738,416,6328,3154,9066,false,false,"(3.0, 1.0416665077209473, 0.55999755859375)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_Philips_VU_PETMR_01_168,0.24703087885985747,0.14092140921409213,53.642272485080774,14.071454486328737,104,37,597,141,701,false,false,"(3.0, 1.0416665077209473, 0.5600128173828125)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Amsterdam_Philips_VU_PETMR_01_169,0.6959927267641094,0.5337337766813257,11.677025311342359,1.9264127087958642,4976,1053,3294,6029,8270,false,false,"(3.0, 1.0416665077209473, 0.5600128173828125)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_070,0.7104444850923725,0.5509219858156028,3.4177492419177105,0.911010157646148,1942,1069,514,3011,2456,false,false,"(3.000000476837158, 0.9999999403953552, 0.9999999403953552)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_071,0.8524649370974539,0.7428661351237935,2.23606797749979,0.74317303386144,7081,1053,1398,8134,8479,false,false,"(2.999997615814209, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_072,0.8686372278222191,0.7677795744950696,5.830953165965412,1.5669298885362861,24215,3157,4167,27372,28382,false,false,"(3.00000262260437, 0.9999999403953552, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_073,0.43471208434712083,0.277720207253886,24.351600683659672,3.97155525246861,268,322,375,590,643,false,false,"(3.0000011920928955, 1.0, 0.9999999403953552)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_074,0.5423522242535039,0.3720735785953177,15.553116150306504,3.1633224363674803,445,176,575,621,1020,false,false,"(2.9999964237213135, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_075,0.4833538840937115,0.31869918699186994,12.714155710203922,2.5356070723752393,196,163,256,359,452,false,false,"(3.00000262260437, 1.0, 0.9999999403953552)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_076,0.525655223329642,0.35653480220330497,9.640769016331298,2.27454466505054,712,493,792,1205,1504,false,false,"(2.9999992847442627, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_077,0.7074548711588811,0.5473347547974413,5,1.1127134163579222,2567,691,1432,3258,3999,false,false,"(2.9999990463256836, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_078,0.47554347826086957,0.31194295900178254,15.54508780793348,3.569750627847748,525,138,1020,663,1545,false,false,"(3.0000009536743164, 0.9999999403953552, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_079,0.757614444647091,0.6098062243100411,3.0000014305114746,0.6987114360485935,2077,866,463,2943,2540,false,false,"(3.0000014305114746, 1.0, 0.9999999403953552)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_080,0.7964320810340918,0.6617259138299209,2.2360679508437826,0.6045873068265349,5268,1705,988,6973,6256,false,false,"(3.0000009536743164, 1.0, 0.9999999403953552)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_081,0.8049489554458793,0.6735686806969903,3.7416579602543756,0.8486393402928823,11906,3272,2498,15178,14404,false,false,"(3.0000007152557373, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_082,0.830751837196156,0.710500870237865,2,0.47547564085058824,3674,1070,427,4744,4101,false,false,"(3.0000011920928955, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_083,0.6624586714758041,0.4952808988764045,6.4031242374328485,1.3050752643130985,1102,670,453,1772,1555,false,false,"(3.0, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_084,0.7586113919784294,0.6110990443092963,4,0.8903801970204883,5627,1276,2305,6903,7932,false,false,"(2.999995708465576, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_085,0.7956959389101007,0.6607101683191146,2.9999992847442627,0.81899326658458,5731,1920,1023,7651,6754,false,false,"(2.9999992847442627, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_086,0.8223102116634893,0.6982400796945044,2.9999969005584717,0.7357665373503999,8411,2995,640,11406,9051,false,false,"(2.9999969005584717, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_087,0.8363516628251564,0.7187323146576118,2,0.5414814599076497,6350,2077,408,8427,6758,false,false,"(3.000000476837158, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_088,0.5262048986041612,0.3570407433881344,16.30950628904999,3.8233174629615956,1998,964,2634,2962,4632,false,false,"(3.0, 0.9999999403953552, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_089,0.4394250513347023,0.28157894736842104,14.282684500729754,3.0711887132429467,107,58,215,165,322,false,false,"(2.9999992847442627, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_090,0.6367041198501873,0.46703296703296704,4.35889812308616,1.0225346120093328,935,557,510,1492,1445,false,false,"(2.9999988079071045, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_091,0.6048083545560842,0.4334948224002939,12.88410050319314,3.994991898956947,18880,1277,23396,20157,42276,false,false,"(3.000001907348633, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_092,0.7688006058134793,0.6244322482967449,3.162276303066068,0.8533984236610986,6599,3141,828,9740,7427,false,false,"(2.9999985694885254, 1.0, 1.0000001192092896)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_093,0.7356540658145228,0.5818455581845559,6.082768635039954,2.1447327647762386,2705,1002,942,3707,3647,false,false,"(3.0000030994415283, 1.0, 0.9999999403953552)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_094,0.7935830950419231,0.6578017033585087,3.0000016689300537,0.8981363808818077,8187,2753,1506,10940,9693,false,false,"(3.0000016689300537, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_095,0.851101606004358,0.7407979769598202,2,0.5536750685510832,5273,1111,734,6384,6007,false,false,"(3.0000009536743164, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_096,0.8517369257549383,0.7417611389401529,3,0.7245789513949155,16881,2302,3575,19183,20456,false,false,"(3.0, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_097,0.7976845969222081,0.663457022076092,3.1622776601683795,0.673147874158729,5650,1353,1513,7003,7163,false,false,"(3.0000014305114746, 1.0, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_098,0.7183427998663549,0.5604796663190824,5.147585428907329,1.032712692486563,1075,432,411,1507,1486,false,false,"(2.9999983310699463, 1.0, 0.9999999403953552)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Singapore_099,0.7147415443522654,0.5561072492552135,6.247962622278743,1.1543067203757797,560,159,288,719,848,false,false,"(3.000000238418579, 0.9999999403953552, 1.0)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_001,0.47871021083092186,0.31467391304347825,37.09016019508355,6.03815502328805,579,226,1035,805,1614,false,false,"(2.9999992847442627, 0.9583333730697632, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_003,0.7034295415959253,0.5425309029960192,4.150728890094146,1.0347767373199461,5179,2374,1993,7553,7172,false,false,"(3.000004291534424, 0.9583333730697632, 0.9583332538604736)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_005,0.4748858447488584,0.31137724550898205,67.12438454388554,16.059424550668066,260,77,498,337,758,false,false,"(3.0000009536743164, 0.9583332538604736, 0.9583333134651184)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_007,0.821502698215027,0.697076435364565,3.560001675888755,0.8578059968949527,7916,888,2552,8804,10468,false,false,"(3.000000238418579, 0.9583333730697632, 0.9583332538604736)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_009,0.6536604313244291,0.4855093369702056,10.087551275144117,2.335237122587996,37023,2804,36429,39827,73452,false,false,"(3.0000007152557373, 0.9583333134651184, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_010,0.35063063063063066,0.212584662442648,22.928741522484078,5.728267454078845,973,243,3361,1216,4334,false,false,"(2.999997138977051, 0.9583333730697632, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_012,0.43821656050955415,0.2805872756933116,19.335452335735294,3.7960800795343586,172,62,379,234,551,false,false,"(3.0000009536743164, 0.9583333134651184, 0.9583333134651184)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_013,0.8022911427773121,0.6698548966546913,4.043170203586953,1.1154634597494817,14357,2537,4539,16894,18896,false,false,"(3.0000007152557373, 0.9583332538604736, 0.9583332538604736)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_014,0.6828709011694566,0.5184540389972145,6.485560779847274,1.2724725520979872,2978,568,2198,3546,5176,false,false,"(3.0, 0.9583333134651184, 0.9583333134651184)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_015,0.5819085487077534,0.41034627786345157,16.236385787481865,3.1047923973889873,2927,730,3476,3657,6403,false,false,"(3.0, 0.9583333134651184, 0.9583332538604736)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_016,0.6866751809280545,0.5228525121555916,7.268086246290654,1.4549868542873052,3226,1494,1450,4720,4676,false,false,"(3.000000476837158, 0.9583331942558289, 0.9583331942558289)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_018,0.5493171471927162,0.3786610878661088,22.912769906694095,4.183692859206869,362,179,415,541,777,false,false,"(3.0, 0.9583333134651184, 0.9583333134651184)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_020,0.6027850544602233,0.4314189855930531,6.076053467681675,1.726946457771279,4372,2512,3250,6884,7622,false,false,"(3.0000009536743164, 0.9583333730697632, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_022,0.7127358490566038,0.5536826676438256,15.394651994500542,2.4378310266286984,3022,843,1593,3865,4615,false,false,"(2.9999942779541016, 0.9583333730697632, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_024,0.8142546030489012,0.686702731583517,4.285797041285289,1.6038678833973816,10282,2294,2397,12576,12679,false,false,"(2.999999761581421, 0.9583333134651184, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_026,0.8110998990918264,0.6822271261245968,13.880753665264724,2.3544986455427943,16076,2025,5463,18101,21539,false,false,"(2.999999761581421, 0.9583333134651184, 0.9583333134651184)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_028,0.8686780032912781,0.7678432893716058,2.1428983540425994,0.5926212933974376,11877,1240,2351,13117,14228,false,false,"(2.999997138977051, 0.9583333730697632, 0.9583332538604736)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_030,0.8299965281796089,0.7093966369930762,2.8750001192092896,0.6517142629808256,7172,1730,1208,8902,8380,false,false,"(2.9999983310699463, 0.9583333730697632, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_032,0.7117821515233217,0.5525324403516115,3.560001868431755,0.9455639966161469,3960,2155,1052,6115,5012,false,false,"(3.000000238418579, 0.958333432674408, 0.9583332538604736)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_034,0.29245647969052224,0.17127322156773903,17.545575564731678,5.529312733343322,378,1504,325,1882,703,false,false,"(2.999999523162842, 0.9583333134651184, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_036,0.5976027397260274,0.4261294261294261,23.268416751757307,3.6490639672080807,349,172,298,521,647,false,false,"(3.0000009536743164, 0.9583333134651184, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_038,0.3627684964200477,0.22157434402332363,17.40355293210699,4.145711863415755,456,511,1091,967,1547,false,false,"(3.0, 0.9583332538604736, 0.9583333134651184)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_040,0.7217055623793648,0.5645847632120796,5.653323794276899,1.3844737052344709,4113,1884,1288,5997,5401,false,false,"(3.000000238418579, 0.9583333134651184, 0.9583333134651184)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_042,0.75762129669386,0.6098151028166581,6.061032433304643,1.1057781102770239,3529,674,1584,4203,5113,false,false,"(3.0000016689300537, 0.9583333730697632, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_043,0.3960573476702509,0.24692737430167597,45.36677341817675,6.543176677602429,221,472,202,693,423,false,false,"(3.000000476837158, 0.9583332538604736, 0.9583333134651184)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_044,0.666194188518781,0.49946865037194477,15.267294733952397,2.453960935889829,940,147,795,1087,1735,false,false,"(3.0000014305114746, 0.9583333134651184, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_045,0.5365622032288699,0.3666450356911097,15.805103959975835,2.951255554281408,565,455,521,1020,1086,false,false,"(2.9999964237213135, 0.9583333730697632, 0.9583332538604736)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_046,0.8519254488145813,0.7420471501044464,2.7105760226463325,0.6500595336529003,12433,1713,2609,14146,15042,false,false,"(2.9999959468841553, 0.9583333730697632, 0.9583333134651184)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_047,0.6172154396349735,0.4463569071613306,5.421152213880056,1.4339835040563573,5005,3270,2938,8275,7943,false,false,"(2.9999990463256836, 0.9583333730697632, 0.9583333730697632)"
all,01,t1_only,T1,FLAIR,1,WMH2017_Utrecht_048,0.5365486058779201,0.3666323377960865,13.593356688671998,2.5933562875934992,356,346,269,702,625,false,false,"(2.999997138977051, 0.9583331942558289, 0.9583333730697632)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE1T5_150,0.7867116032739528,0.6484126984126984,3,0.8467773122811988,817,238,205,1055,1022,false,false,"(3.0, 1.2108999490737915, 1.3000465631484985)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE1T5_151,0.8980472901168969,0.8149599180278464,1.2999284267425537,0.3893075968820627,13521,1884,1186,15405,14707,false,false,"(3.0, 1.210900068283081, 1.2999284267425537)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE1T5_152,0.8405075889524758,0.7248927038626609,1.3000555038452148,0.37668670998779685,1689,537,104,2226,1793,false,false,"(3.0, 1.2108999490737915, 1.3000555038452148)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE1T5_153,0.4838709677419355,0.3191489361702128,22.788239951429684,5.148675297642068,150,98,222,248,372,false,false,"(3.0, 1.2108999490737915, 1.2999553680419922)"
all,11,full,FLAIR+T1,none,0,WMH2017_Amsterdam_GE1T5_154,0.86645056726094,0.7643694595367457,1.300066351890564,0.3789043443970364,2673,729,95,3402,2768,false,false,"(2.999999761581421, 1.2108999490737915, 1.300066351890564)"
